Total Objects:		 170
Total Weight:	181410062974.5405

Name      	  % Weight
stdout    	0.00000000
15-init   	0.54409174
16-init   	0.54409174
21-init   	0.54409174
22-init   	0.54409174
24-init   	0.54409174
27-init   	0.54409174
18-init   	0.54438532
19-init   	0.54438532
25-init   	0.54438532
26-init   	0.54438532
29-init   	0.54468363
30-init   	0.54468363
17-init   	0.54497720
20-init   	0.54497720
23-init   	0.54497720
28-init   	0.54497720
31-init   	0.54497720
11-init   	0.54664425
10-init   	0.54679104
13-init   	0.54679104
9-init    	0.54679104
12-init   	0.54694020
14-init   	0.54723614
2-init    	0.54738293
3-init    	0.54753208
4-init    	0.54753208
8-init    	0.54767887
5-init    	0.54782803
7-init    	0.54782803
1-init    	0.54797481
6-init    	0.54797481
0-init    	0.54841991
134       	0.57652990
135       	0.57795180
136       	0.58796562
82        	0.58890952
83        	0.58926182
84        	0.58950863
85        	0.59029473
81        	0.59196346
86        	0.59254277
80        	0.59279768
87        	0.59391007
79        	0.59428737
88        	0.59447089
63        	0.59503329
78        	0.59516118
2         	0.59653685
1         	0.59675404
5         	0.59678265
4         	0.59692246
3         	0.59701841
0         	0.59706111
6         	0.59766680
55        	0.59770119
7         	0.59785306
59        	0.59812935
54        	0.59819973
9         	0.59827017
8         	0.59829394
61        	0.59863324
129       	0.59897022
128       	0.59914529
62        	0.59936883
89        	0.59960914
127       	0.59979982
57        	0.59981961
130       	0.60011043
131       	0.60020529
90        	0.60047992
60        	0.60098792
132       	0.60111899
58        	0.60126826
43        	0.60128538
30        	0.60134676
45        	0.60146088
91        	0.60157139
56        	0.60166904
47        	0.60211126
49        	0.60233152
133       	0.60235460
104       	0.60237552
10        	0.60240240
103       	0.60241450
126       	0.60256872
119       	0.60265394
13        	0.60265947
42        	0.60270426
125       	0.60277038
100       	0.60278945
20        	0.60285325
15        	0.60290111
17        	0.60300032
21        	0.60303167
51        	0.60306711
98        	0.60315519
11        	0.60319001
31        	0.60325699
99        	0.60332993
118       	0.60336089
44        	0.60340178
46        	0.60360221
77        	0.60363675
121       	0.60372934
48        	0.60396871
102       	0.60414088
64        	0.60416267
50        	0.60426797
96        	0.60454679
123       	0.60481102
116       	0.60481412
41        	0.60488695
122       	0.60509042
14        	0.60514710
124       	0.60522759
32        	0.60523604
115       	0.60533347
35        	0.60536761
52        	0.60550568
53        	0.60559824
111       	0.60566532
114       	0.60573880
112       	0.60577377
34        	0.60578512
33        	0.60584388
37        	0.60586367
19        	0.60588327
25        	0.60588668
40        	0.60594149
12        	0.60599385
16        	0.60600706
95        	0.60614959
120       	0.60616285
39        	0.60618257
38        	0.60623810
22        	0.60629464
76        	0.60636188
107       	0.60644143
65        	0.60648636
29        	0.60677148
92        	0.60677432
23        	0.60681178
117       	0.60686627
36        	0.60689145
75        	0.60692942
109       	0.60702071
27        	0.60707911
113       	0.60719845
108       	0.60720275
94        	0.60727612
18        	0.60730147
24        	0.60739754
26        	0.60756683
105       	0.60769370
28        	0.60787157
97        	0.60792886
68        	0.60840554
72        	0.60847016
70        	0.60847113
106       	0.60855960
66        	0.60857304
69        	0.60865503
110       	0.60868359
74        	0.60875844
67        	0.60889102
71        	0.60949223
73        	0.60952185
101       	0.60998842
93        	0.61017075
